CustomerID,Age,Gender,MaritalStatus,Dependents,Education,JobType,City,PropertyArea,Experience,Income,LoanAmount,LoanTenure,CreditScore,ExistingLoans,MonthlyEMI,LoanToIncome,RandomReference,LoanApproved
CUST00599,46,Female,Divorced,2,Bachelor,Self-Employed,Mumbai,Semi-Urban,28,44917.2828477142,49533.866236474365,60,550,5,825.56,1.1028,14131,1
CUST00677,27,Female,Divorced,2,Bachelor,Self-Employed,Mumbai,Urban,9,52599.1344164446,121888.38865774541,12,643,3,10157.37,2.3173,13045,1
CUST00239,61,Male,Married,4,Bachelor,Salaried,Bangalore,Rural,32,,21568.04572506783,24,772,2,898.67,0.6389,35346,1
CUST03794,58,Male,Single,2,Master,Business,Bangalore,Urban,10,82096.8498215977,78065.39656935423,12,727,2,6505.45,0.9509,23642,1
CUST02524,53,Male,Married,3,Bachelor,Salaried,Delhi,Urban,7,16596.045862068764,159805.12426018293,12,650,5,13317.09,9.6291,62581,1
CUST02705,47,Male,Single,3,Bachelor,Self-Employed,Kolkata,Semi-Urban,17,47155.14568867709,200700.9043070183,36,690,1,5575.03,4.2562,91487,0
CUST04770,68,Female,Married,3,Master,Freelance,Kolkata,Urban,29,249235.62476198573,112556.99375770868,120,735,0,937.97,0.4516,65986,1
CUST02171,51,Female,Married,4,Bachelor,Business,Mumbai,Urban,15,16352.213630920227,416675.0308164361,36,527,3,11574.31,25.4813,46356,0
CUST00076,43,Male,Divorced,2,High School,Self-Employed,Chennai,Rural,25,43432.33644962657,31881.30350830117,120,658,4,265.68,0.734,46486,0
CUST04520,29,Male,Married,1,Master,Freelance,Delhi,Urban,11,17006.34902385228,106772.478131003,36,676,3,2965.9,6.2784,31984,1
CUST02630,33,Male,Married,0,Bachelor,Salaried,Kolkata,Urban,12,109924.85404470735,294591.2340966033,84,484,3,3507.04,2.6799,88110,0
CUST03700,57,Male,Married,1,Master,Business,Bangalore,Urban,3,29444.750627169644,242899.92019408641,120,752,2,2024.17,8.2493,46507,1
CUST03999,29,Female,Married,0,High School,Business,Chennai,Urban,11,23127.10031092322,299874.7821856335,120,580,5,2498.96,12.9664,65947,0
CUST02846,53,Female,Married,4,Bachelor,Salaried,Delhi,Urban,16,67148.29061154297,83105.63630128812,48,695,1,1731.37,1.2376,31709,1
CUST02417,23,Female,Married,0,PhD,Freelance,Delhi,Urban,5,57247.7321764621,71100.00340573365,12,650,3,5925.0,1.242,73742,1
CUST02005,37,Female,Single,2,High School,Business,Pune,Semi-Urban,6,,29173.507279199155,60,585,4,486.23,0.5751,27492,1
CUST02352,23,Female,Married,1,High School,Self-Employed,Kolkata,Rural,5,19306.130280132093,680077.2698502456,84,639,2,8096.16,35.226,95091,0
CUST01615,29,Female,Married,0,High School,Self-Employed,Mumbai,Urban,11,26572.69738710839,131001.4239707808,120,670,0,1091.68,4.9299,60290,0
CUST03726,66,Female,Married,1,High School,Salaried,Kolkata,Rural,5,17231.916946468995,109297.56689280794,60,634,3,1821.63,6.3427,83227,0
CUST04323,38,Female,Married,3,Bachelor,Salaried,Bangalore,Rural,10,172082.0790428642,170704.92729915478,84,674,2,2032.2,0.992,11175,0
CUST00932,20,Female,Married,2,Bachelor,Business,Chennai,Rural,2,42815.43677314908,244680.0693156326,60,671,0,4078.0,5.7148,85923,0
CUST01130,52,Female,Single,0,High School,Salaried,Chennai,Semi-Urban,24,,44307.77211095096,12,749,4,3692.31,2.5733,60696,1
CUST00097,62,Male,Single,2,High School,Salaried,Kolkata,Rural,3,47940.47610289581,285792.9912273455,48,648,2,5954.02,5.9614,45853,1
CUST00857,48,Female,Married,1,Bachelor,Business,Bangalore,Semi-Urban,2,,93232.95768606088,60,587,0,1553.88,2.3492,43177,1
CUST04617,35,Male,Divorced,3,Master,Self-Employed,Mumbai,Rural,8,98599.7365621009,57963.15808413917,12,486,2,4830.26,0.5879,68450,0
CUST02343,33,Male,Married,4,Bachelor,Salaried,Delhi,Semi-Urban,15,31986.961410079803,198510.7617693585,60,695,3,3308.51,6.206,31226,0
CUST00622,66,Male,Married,0,Master,Salaried,Delhi,Urban,1,46199.719863162274,93317.7635170502,120,842,5,777.65,2.0199,13635,1
CUST02375,58,Male,Single,0,Bachelor,Business,Mumbai,Urban,14,45412.54371534054,111848.4799137365,48,495,1,2330.18,2.4629,74455,0
CUST03760,42,Male,Single,3,High School,Salaried,Mumbai,Rural,10,113959.98481832689,166588.22322115797,36,703,1,4627.45,1.4618,92704,1
CUST00567,20,Male,Single,1,High School,Salaried,Chennai,Semi-Urban,2,24146.3301185056,48109.830118522106,12,691,3,4009.15,1.9924,50409,1
CUST01706,22,Female,Married,2,Bachelor,Business,Mumbai,Semi-Urban,4,101350.27962584507,66707.5523946074,60,791,1,1111.79,0.6582,55914,1
CUST03722,58,Male,Married,2,Master,Salaried,Chennai,Semi-Urban,8,74040.68533621033,194276.36457020242,12,661,3,16189.7,2.6239,96669,1
CUST00749,37,Female,Divorced,2,Bachelor,Salaried,Delhi,Urban,19,22702.932961010265,142136.60059597937,36,655,4,3948.24,6.2607,66618,0
CUST01514,39,Male,Married,3,Bachelor,Salaried,Delhi,Urban,21,42022.73506865588,74518.6313781942,60,634,4,1241.98,1.7733,48597,1
CUST00052,67,Female,Single,4,Bachelor,Business,Delhi,Semi-Urban,8,120217.05017037186,160927.68428172736,24,806,2,6705.32,1.3386,66998,1
CUST01042,51,Female,Married,4,Master,Salaried,Bangalore,Urban,27,36151.99262074057,181526.58628529712,36,527,1,5042.41,5.0212,51542,0
CUST01979,66,Female,Single,0,High School,Business,Mumbai,Urban,0,17424.383863461546,174750.30338943168,48,755,4,3640.63,10.0291,23674,0
CUST03526,64,Male,Single,0,Bachelor,Salaried,Bangalore,Urban,0,71575.63799767755,26928.907701580763,60,571,1,448.82,0.3762,23547,0
CUST03180,thirty,Male,Married,1,Bachelor,Self-Employed,Delhi,Urban,8,142827.64417197375,309320.61624970246,48,655,3,6444.18,2.1657,13377,1
CUST00535,27,Female,Married,0,Master,Self-Employed,Chennai,Urban,9,53411.9889758829,65831.25672529213,36,529,3,1828.65,1.2325,62719,1
CUST04055,25,Male,Married,1,Bachelor,Freelance,Chennai,Semi-Urban,4,25015.18701742339,99436.15646435464,24,675,0,4143.17,3.975,25265,0
CUST04582,46,Female,Single,2,Master,Salaried,Bangalore,Rural,14,30498.110289941236,131599.118655278,48,535,4,2741.65,4.315,92272,1
CUST03245,48,Female,Single,2,Bachelor,Freelance,Mumbai,Urban,13,42054.68972004713,238265.83378917153,36,782,0,6618.5,5.6656,31590,0
CUST00444,51,Female,Married,4,,Business,Bangalore,Rural,23,22142.15220520318,104486.90195607439,36,664,2,2902.41,4.7189,90028,1
CUST02690,39,Male,Divorced,4,Master,Freelance,Delhi,Urban,7,31617.945013714816,223514.6775904092,60,579,1,3725.24,7.0692,12734,0
CUST00196,69,Female,Single,1,Bachelor,Salaried,Delhi,Urban,1,,,60,676,5,6706.98,3.8344,83088,1
CUST02883,38,Male,Married,4,Bachelor,Salaried,Mumbai,Semi-Urban,20,19697.84582405704,166225.73100148636,84,589,1,1978.88,8.4388,23631,0
CUST03610,39,Female,Divorced,0,Bachelor,Salaried,Pune,Rural,15,84768.71340087353,334409.6599560083,120,575,0,2786.75,3.945,32497,1
CUST01437,50,Female,Single,3,Bachelor,Business,Pune,Rural,14,,361140.2275583436,84,527,4,4299.29,8.4655,10751,0
CUST04141,19,Male,Divorced,1,High School,Salaried,Chennai,Urban,1,20454.34592637061,224272.17442323884,48,708,3,4672.34,10.9645,45178,1
CUST03113,57,Female,Married,0,Bachelor,Business,Mumbai,Semi-Urban,18,60176.381940684136,76275.84190612654,48,549,2,1589.08,1.2675,52709,1
CUST04848,21,Female,Married,0,Master,Salaried,Delhi,Semi-Urban,3,177316.6298665227,378571.02626005525,12,643,0,31547.59,2.135,10182,1
CUST04761,69,Female,Married,0,Bachelor,Salaried,Chennai,Semi-Urban,16,54703.08434452562,1097443.3804209772,120,532,4,9145.36,20.0618,83520,0
CUST02647,57,Male,Married,4,Master,Salaried,Chennai,Urban,28,55995.44851413452,59213.64197394283,48,629,1,1233.62,1.0575,98721,1
CUST03027,19,Male,Single,1,Bachelor,Freelance,Mumbai,Semi-Urban,1,24412.632241270258,34238.67310580973,36,636,5,951.07,1.4025,49316,1
CUST01019,21,Female,Married,0,Bachelor,Self-Employed,Delhi,Semi-Urban,3,58519.00676360032,372456.8094456812,48,538,3,7759.52,6.3647,36956,1
CUST00645,45,Male,Married,4,Bachelor,Self-Employed,Kolkata,Urban,11,158508.80686680667,67102.50156183916,84,810,5,798.84,0.4233,67735,1
CUST00894,55,Female,Married,1,High School,Salaried,Mumbai,Rural,19,129563.95421729606,90900.2297695184,36,507,1,2525.01,0.7016,73935,1
CUST04980,32,Male,Married,3,Master,Business,Bangalore,Urban,11,,254072.0263028565,36,625,2,7057.56,12.7887,61656,0
CUST04760,65,Female,Married,4,High School,Salaried,Bangalore,Urban,13,48381.761645603445,521947.38374469755,48,617,4,10873.9,10.7881,36071,0
CUST04989,42,Male,Married,0,Master,Business,Kolkata,Semi-Urban,8,,55808.87938319256,48,835,1,1162.68,1.0154,68139,1
CUST00121,58,Male,Married,4,Bachelor,Freelance,Pune,Urban,3,48333.02902159752,66302.19256429872,48,474,0,1381.3,1.3718,92114,0
CUST03823,60,Female,Single,0,Bachelor,Salaried,Mumbai,Semi-Urban,4,97407.0403835359,50175.71802567468,48,739,4,1045.33,0.5151,75934,0
CUST02275,23,Male,Divorced,4,Master,Salaried,Pune,Semi-Urban,2,70808.87117019144,,12,620,0,17118.42,2.9011,12124,0
CUST03292,38,Male,Divorced,2,Master,Self-Employed,Mumbai,Urban,10,69036.04647862278,121161.51992961694,36,704,3,3365.6,1.755,59319,1
CUST04968,65,Male,Single,1,Master,Salaried,Delhi,Urban,26,128440.1281224088,55847.72177980155,84,592,1,664.85,0.4348,96064,1
CUST04385,24,Male,Single,0,Bachelor,Business,Mumbai,Rural,6,,53155.770076473746,120,584,2,442.96,1.5368,43551,1
CUST02319,51,Female,Married,4,Master,Salaried,Bangalore,Urban,8,24708.01405022583,246740.14810131368,12,478,2,20561.68,9.9862,98841,1
CUST00135,57,Female,Single,1,Bachelor,Salaried,Bangalore,Urban,34,52389.29360779015,112154.99041811045,12,706,5,9346.25,2.1408,98803,1
CUST03883,44,Female,Married,1,Master,Salaried,Mumbai,Rural,26,,232304.01531247474,120,765,3,1935.87,2.1761,44219,1
CUST03397,65,Male,Single,3,Bachelor,Salaried,Pune,Urban,34,57643.987551350874,594536.110141436,36,644,2,16514.89,10.3139,85162,0
CUST04682,20,Male,Married,4,Bachelor,Self-Employed,Pune,Rural,2,29068.198399603825,240391.60254506167,48,631,0,5008.16,8.2699,49981,1
CUST03195,68,Male,Married,0,Bachelor,Self-Employed,Bangalore,Urban,7,21267.203515985308,23493.290413371757,120,,1,195.78,1.1047,39683,1
CUST00185,61,Female,Married,3,High School,Self-Employed,Delhi,Urban,0,62791.68840163587,55207.947434769914,24,864,0,2300.33,0.8792,52829,1
CUST03259,21,Female,Married,4,High School,Self-Employed,Mumbai,Semi-Urban,3,18624.14101642152,338264.9313225972,12,789,0,28188.74,18.1627,56506,0
CUST01746,68,Female,Married,0,High School,Salaried,Mumbai,Semi-Urban,32,19514.10260195992,142697.2386989423,120,677,4,1189.14,7.3125,11392,1
CUST00512,39,Female,Divorced,4,,Self-Employed,Delhi,Semi-Urban,21,104958.56743641676,246942.5174353237,120,586,5,2057.85,2.3528,55597,1
CUST04431,49,Female,Divorced,1,Master,Salaried,Mumbai,Semi-Urban,12,44799.44505650348,192456.2718326799,12,727,1,16038.02,4.296,30228,1
CUST00063,52,Female,Divorced,0,Bachelor,Salaried,Delhi,Urban,25,48517.816890057125,59918.627637534984,84,650,0,713.32,1.235,45693,1
CUST03254,60,Male,Married,2,Bachelor,Self-Employed,Mumbai,Urban,21,16236.043777894916,312363.6376004084,24,549,1,13015.15,19.2389,80850,1
CUST03909,44,Male,Married,3,Bachelor,Self-Employed,Mumbai,Semi-Urban,15,23544.186146071173,272954.42567070806,24,536,1,11373.1,11.5933,21469,0
CUST03845,47,Male,Married,2,Bachelor,Business,Delhi,Rural,7,54280.34425299601,20455.856167090955,12,635,2,1704.65,0.3769,53855,0
CUST03705,37,Male,Married,3,Master,Salaried,Kolkata,Semi-Urban,17,65513.52575370227,206704.05157965096,24,712,2,8612.67,3.1551,64434,1
CUST02224,29,Female,Single,4,High School,Self-Employed,Mumbai,Semi-Urban,11,55257.53497252902,178450.44625287238,36,621,1,4956.96,3.2294,83537,0
CUST00252,23,Male,Married,1,Master,Salaried,Mumbai,Semi-Urban,5,16445.129645172474,72634.55480987951,36,666,1,2017.63,4.4168,89987,1
CUST00626,52,Male,Divorced,1,Bachelor,Salaried,Mumbai,Rural,17,27966.14904580909,143574.4965757284,120,590,1,1196.45,5.1339,75606,0
CUST00912,51,Female,Single,3,Master,Self-Employed,Bangalore,Urban,28,17370.04756409666,237985.48272375265,84,668,4,2833.16,13.7009,30660,0
CUST02373,35,Female,Married,0,High School,Salaried,Delhi,,9,164619.44195338982,54222.25330189795,84,746,4,645.5,0.3294,36408,1
CUST04950,37,Female,Single,4,Bachelor,Self-Employed,Mumbai,Urban,16,23602.911082628736,173243.1976285422,84,596,5,2062.42,7.3399,71611,0
CUST03960,61,Male,Single,0,Bachelor,Self-Employed,Mumbai,Urban,34,50601.63690313911,147408.60874394682,84,674,3,1754.86,2.9131,44834,0
CUST00123,24,Female,Married,2,Master,Business,Pune,Urban,6,16935.212792633796,174690.2351664882,120,777,4,1455.75,10.3152,76206,1
CUST02268,26,Female,Married,2,Bachelor,Salaried,Mumbai,Urban,8,168043.36176400832,70876.8105190568,12,555,2,5906.4,0.4218,37361,0
CUST01785,58,Female,Married,0,Master,Business,Mumbai,Urban,27,65179.40919029674,129915.24006116924,60,761,0,2165.25,1.9932,84952,1
CUST03306,60,Female,Married,0,Bachelor,Self-Employed,Delhi,Urban,15,78947.68122733361,51485.176959231365,24,703,0,2145.22,0.6521,18642,0
CUST02537,52,Male,Married,4,Bachelor,Freelance,Pune,Urban,18,110086.01922919023,112753.93429323561,84,654,5,1342.31,1.0242,46534,0
CUST01256,64,Female,Single,1,Master,Business,Delhi,Semi-Urban,8,52104.03732313043,95724.13520958771,36,494,0,2659.0,1.8372,45186,1
CUST00568,18,Male,Married,4,Master,Salaried,Mumbai,Semi-Urban,0,106085.49451705457,187634.23849538265,48,817,4,3909.05,1.7687,98703,1
CUST01850,22,Female,Single,2,Master,Self-Employed,Bangalore,Semi-Urban,4,18085.053597406124,64670.455225022015,36,699,0,1796.4,3.5759,39951,0
CUST04942,56,Female,Married,0,Master,Salaried,Pune,Rural,28,29287.564285250486,54099.21672990212,84,542,4,644.04,1.8472,87516,1
CUST00694,36,Male,Divorced,4,Master,Salaried,Mumbai,Rural,13,96337.74970858982,23396.87932507171,24,590,2,974.87,0.2429,70236,1
CUST03635,34,Male,Single,0,Bachelor,Salaried,Pune,Urban,16,44379.1527479075,148983.88488427384,120,595,0,1241.53,3.3571,58548,1
CUST03461,69,Male,Married,0,Bachelor,Salaried,Bangalore,Urban,15,43029.06801451302,106418.95955596432,24,585,3,4434.12,2.4732,35189,1
CUST00978,64,Female,Single,1,High School,Freelance,Delhi,Rural,25,,155564.16618181352,36,652,4,4321.23,3.0117,28200,1
CUST03257,60,Female,Divorced,1,Bachelor,Self-Employed,Bangalore,Urban,29,36647.11216819825,62331.98807714287,48,669,1,1298.58,1.7009,84031,1
CUST03146,29,Female,Divorced,3,Master,Salaried,Delhi,Semi-Urban,3,30835.19577107778,152919.0452261091,120,679,4,1274.33,4.9592,91037,0
CUST03911,60,Male,Single,1,Master,Salaried,Chennai,Rural,34,28873.541761317087,160100.02905734265,48,688,3,3335.42,5.5449,14504,1
CUST03432,29,Male,Divorced,0,Bachelor,Self-Employed,Bangalore,Urban,11,87557.3716806411,185407.01580179686,84,637,2,2207.23,2.1175,73556,1
CUST00721,45,Female,Married,0,Bachelor,Freelance,Bangalore,Urban,20,55214.71885467037,229192.97962113997,84,533,4,2728.49,4.1509,51390,0
CUST02803,34,Male,Married,2,Master,Salaried,Chennai,Rural,16,35684.956017145654,77568.4250825426,24,518,2,3232.02,2.1737,60429,1
CUST04279,56,Female,Married,3,Bachelor,Self-Employed,Mumbai,Semi-Urban,13,46685.82612273595,336910.40381781454,12,561,1,28075.87,7.2165,21553,0
CUST02105,24,Male,Married,4,Bachelor,Self-Employed,Chennai,Urban,6,106436.51139290693,92959.06351513982,48,608,1,1936.65,0.8734,20758,1
CUST01922,52,Female,Married,0,High School,Salaried,Mumbai,Rural,25,41024.36095817921,316370.3664080081,12,742,3,26364.2,7.7118,68535,1
CUST03313,23,Female,Married,2,Master,Salaried,Chennai,Semi-Urban,5,25923.117807995404,355059.8303485458,84,654,1,4226.9,13.6966,91117,0
CUST00603,53,Male,Married,4,Bachelor,Self-Employed,Pune,Semi-Urban,8,226095.07270658953,168681.83360921883,48,642,1,3514.2,0.7461,17399,0
CUST03825,62,Female,Single,3,Bachelor,Salaried,Mumbai,Urban,26,31971.498771566294,203566.23312888705,60,,0,3392.77,6.3671,98847,0
CUST04721,68,Male,Married,4,Master,Salaried,Delhi,Urban,21,69282.04156825895,85599.04011208826,36,757,3,2377.75,1.2355,74265,1
CUST01322,44,Female,Married,3,Bachelor,Freelance,Mumbai,Semi-Urban,18,50150.32930809924,282597.4608502007,12,584,2,23549.79,5.635,53838,1
CUST03796,19,Female,Married,2,Master,Salaried,Kolkata,Urban,1,119008.30690697115,250233.6063808326,60,726,1,4170.56,2.1027,75967,1
CUST04426,49,Female,Married,1,Bachelor,Business,Mumbai,Urban,3,97043.11799727037,50971.678576213824,12,557,5,4247.64,0.5252,14530,0
CUST00319,57,Female,Married,4,Bachelor,Salaried,Mumbai,Semi-Urban,20,24263.932977761695,204102.60750072004,24,649,2,8504.28,8.4118,23653,0
CUST02793,63,Female,Divorced,3,Bachelor,Self-Employed,Kolkata,Semi-Urban,12,81479.69331022215,102575.3584958516,120,619,1,854.79,1.2589,12144,1
CUST00916,60,Male,Single,2,Master,Self-Employed,Chennai,Rural,5,28526.743733358737,68157.77203779844,36,751,3,1893.27,2.3893,46163,1
CUST00275,57,Female,Married,2,PhD,Salaried,Delhi,Urban,33,29909.659567304654,47446.95084735527,48,656,1,988.48,1.5863,40531,1
CUST04951,61,Female,Divorced,3,Bachelor,Salaried,Bangalore,Semi-Urban,0,81103.8219976604,58800.98412176966,24,491,0,2450.04,0.725,66821,0
CUST00550,33,Male,Single,0,Master,Salaried,Delhi,Urban,15,22747.562919246328,146401.8344783283,60,550,1,2440.03,6.4359,64147,1
CUST02388,24,Male,Single,4,High School,Salaried,Chennai,Urban,6,23065.626799804744,34620.473338279604,60,647,0,577.01,1.501,91960,0
CUST01593,N/A,Female,Married,1,Bachelor,Salaried,Chennai,Rural,0,39589.06439745713,329431.93472406483,84,528,1,3921.81,8.3213,71722,0
CUST04972,19,Female,Married,1,Master,Self-Employed,Mumbai,Rural,1,31271.025168513574,153790.5016939428,60,641,0,2563.18,4.918,42168,1
CUST03040,30,Male,Married,0,High School,Freelance,Chennai,Rural,9,31345.409496512395,35344.443794455125,12,769,4,2945.37,1.1276,90768,1
CUST00606,26,Male,Single,4,Master,Business,Mumbai,Semi-Urban,8,101814.24104759224,158598.64393400803,12,570,4,13216.55,1.5577,35586,0
CUST01021,20,Female,Married,2,Bachelor,Self-Employed,Chennai,Urban,2,29091.232018160998,193016.24460821642,120,668,1,1608.47,6.6349,59067,1
CUST00528,38,Female,Divorced,4,Master,Salaried,Delhi,Urban,20,54901.130948397345,32329.959933944192,36,657,2,898.05,0.5889,52426,1
CUST04238,66,Male,Single,1,Bachelor,Freelance,Chennai,Semi-Urban,24,38204.952948363905,154740.19936878228,120,630,4,1289.5,4.0503,75070,0
CUST03766,64,Female,Single,3,PhD,Business,Kolkata,Semi-Urban,2,140244.85553923593,130746.62509922661,36,607,1,3631.85,0.9323,32501,1
CUST04102,30,Male,Divorced,3,Master,Salaried,Delhi,Urban,12,47183.88088481404,88488.61172282873,12,685,5,7374.05,1.8754,26672,0
CUST00830,22,Male,Married,2,Master,Self-Employed,Pune,Urban,4,,170809.1521255094,120,613,3,1423.41,9.1017,97313,0
CUST03904,20,Male,Married,3,Master,Salaried,Bangalore,Urban,2,71871.8549866156,154799.82260411826,48,680,3,3225.0,2.1538,84065,1
CUST04905,41,Male,Single,3,Master,Freelance,Mumbai,Urban,23,41358.10777089276,305494.4281675626,60,623,0,5091.57,7.3866,10608,1
CUST04060,30,Female,Single,0,Bachelor,Salaried,Delhi,Urban,7,15974.890957557345,109210.24823849999,84,658,2,1300.12,6.8364,27045,0
CUST04332,66,Female,Single,3,Master,Self-Employed,Bangalore,Semi-Urban,20,79129.01457677176,357536.1719130124,24,664,4,14897.34,4.5184,12426,0
CUST00299,22,Male,Married,0,High School,Freelance,Delhi,Semi-Urban,3,145717.70757447765,23060.400030938716,24,595,4,960.85,0.1583,17042,1
CUST00069,21,Female,Married,0,Bachelor,Salaried,Bangalore,Semi-Urban,3,32851.409695191796,36778.97392055193,120,612,4,306.49,1.1196,81525,1
CUST04261,61,Female,Single,2,Master,Salaried,Pune,Urban,19,16692.55953494151,221001.51611004453,12,678,1,18416.79,13.2395,77822,0
CUST04236,30,Male,Married,2,Bachelor,Salaried,Bangalore,Semi-Urban,8,30339.1850425001,223995.21142256437,84,574,0,2666.61,7.383,28691,1
CUST04421,21,Male,Married,0,High School,Salaried,Chennai,Rural,3,49285.39346196347,122094.09145358775,60,546,2,2034.9,2.4773,62622,0
CUST03856,57,Female,Single,3,Master,Freelance,Pune,Rural,0,80592.54366378591,251405.109543777,48,687,0,5237.61,3.1195,60856,0
CUST02317,39,Male,Single,1,Master,Salaried,Chennai,Semi-Urban,21,35890.03590928657,94126.63664156848,120,534,3,784.39,2.6226,10648,1
CUST02276,54,Female,Married,4,Bachelor,Salaried,Mumbai,Urban,18,81566.0709710926,129096.42973660254,84,647,0,1536.86,1.5827,17106,1
CUST01413,50,Female,Single,4,Master,Salaried,Chennai,Urban,11,65048.48607231314,115470.50197638845,12,763,5,9622.54,1.7751,28003,1
CUST00151,26,Female,Single,2,Master,Business,Bangalore,Rural,8,46371.9725743803,118617.23861577694,48,623,1,2471.19,2.558,29563,1
CUST00757,18,Female,Married,0,High School,Salaried,Pune,Rural,0,87132.97236152244,331618.6663812188,84,805,1,3947.84,3.8059,16258,1
CUST03412,67,Male,Single,1,Master,Salaried,Chennai,Semi-Urban,10,18182.215471921485,116708.78645734242,84,,5,1389.39,6.4188,21901,1
CUST02555,30,Male,Divorced,1,Master,Salaried,Mumbai,Semi-Urban,12,85404.59904184946,325132.98303662264,84,637,5,3870.63,3.807,56160,0
CUST01150,58,Male,Married,4,Bachelor,Self-Employed,Mumbai,Urban,30,54954.036785564385,198026.9224621865,48,447,0,4125.56,3.6035,89885,0
CUST03784,37,Male,Single,3,Master,Business,Mumbai,Semi-Urban,6,36254.36325775634,472395.0890749181,12,789,1,39366.26,13.03,47888,1
CUST04346,31,Male,Divorced,1,Master,Business,Bangalore,Semi-Urban,13,83027.88535456479,23239.19875761102,60,700,2,387.32,0.2799,89596,1
CUST02556,42,Male,Married,4,PhD,Business,Delhi,Rural,24,42052.56673828424,193009.4279915381,60,532,1,3216.82,4.5897,60662,1
CUST04351,64,Male,Married,4,Bachelor,Self-Employed,Mumbai,Urban,7,39247.632522199834,71581.11586446987,84,598,2,852.16,1.8238,86701,0
CUST00377,47,Male,Single,1,Bachelor,Salaried,Mumbai,Urban,10,19250.668781702083,99706.91628348769,120,649,1,830.89,5.1794,80807,0
CUST03685,42,Female,Married,2,Bachelor,Salaried,Delhi,Semi-Urban,0,102560.95130534534,80027.70337334202,48,662,1,1667.24,0.7803,67768,1
CUST03037,40,Male,Divorced,0,High School,Salaried,Kolkata,Urban,21,95176.99310145387,261410.95589209298,60,731,0,4356.85,2.7466,70568,1
CUST00860,43,Male,Divorced,4,High School,Business,Kolkata,Rural,4,134745.36306727468,151623.3227570763,12,760,4,12635.28,1.1253,87832,1
CUST02283,59,Male,Single,2,High School,Salaried,Kolkata,Semi-Urban,34,49771.398380647464,134752.7848510143,24,520,3,5614.7,2.7074,33923,1
CUST01500,35,Female,Married,0,Bachelor,Salaried,Mumbai,Urban,17,25253.120129157447,36246.893996540675,24,623,3,1510.29,1.4353,39623,0
CUST00379,63,Female,Divorced,2,High School,Business,Kolkata,Urban,22,20059.564075318638,238249.009357401,84,684,2,2836.3,11.8771,70038,1
CUST04433,39,Female,Single,0,Master,Self-Employed,Mumbai,Urban,21,28287.933307693733,64302.23104071167,48,757,3,1339.63,2.2731,74112,1
CUST01515,38,Female,Single,1,Master,Business,Mumbai,Semi-Urban,20,36880.377207882935,34734.377596052815,120,700,2,289.45,0.9418,10217,1
CUST02896,36,Male,Married,4,Bachelor,Salaried,Mumbai,,15,33645.352360042045,62316.36892839704,48,662,2,1298.26,1.8522,74165,0
CUST01003,32,Male,Married,3,Bachelor,Salaried,Kolkata,Urban,14,52704.07213843453,65469.00713530946,36,812,3,1818.58,1.2422,28047,1
CUST01406,41,Female,Married,3,Master,Self-Employed,Bangalore,Rural,23,54080.438735733434,90694.9429629617,36,578,5,2519.3,1.677,31170,1
CUST02003,41,Female,Single,4,Bachelor,Salaried,Kolkata,Urban,19,115969.70122928369,370355.7446195066,84,589,3,4409.0,3.1936,71293,1
CUST04449,21,Female,Married,1,Bachelor,Salaried,Mumbai,Rural,3,37324.38513335388,48815.3355081369,120,717,3,406.79,1.3079,80332,1
CUST04483,22,Male,Single,0,High School,Self-Employed,Delhi,Semi-Urban,4,71047.53190899667,35454.424746866905,12,789,0,2954.54,0.499,99689,0
CUST04994,62,Female,Single,4,High School,Salaried,Bangalore,Urban,26,65629.83019709509,156987.9721177487,24,807,1,6541.17,2.392,45483,1
CUST03008,38,Male,Married,1,High School,Self-Employed,Bangalore,Rural,20,19608.529208041506,138341.87217184895,48,639,2,2882.12,7.0552,31561,0
CUST02349,45,Female,Married,4,Bachelor,Business,Bangalore,Semi-Urban,27,73819.60006994451,85786.31147294694,120,573,5,714.89,1.1621,54647,0
CUST02933,47,Female,Married,4,Master,Freelance,Delhi,Urban,29,53035.94318390318,97977.18327096796,12,495,3,8164.77,1.8474,10336,0
CUST00795,35,Female,Married,4,Bachelor,Salaried,Bangalore,Urban,17,71249.95169382947,127140.37348302812,60,645,0,2119.01,1.7844,66124,0
CUST02615,34,Female,Married,1,Master,Salaried,Delhi,Rural,4,60076.95529826305,540890.8434017583,120,735,5,4507.42,9.0033,39800,1
CUST00842,38,Male,Divorced,3,PhD,Business,Kolkata,Urban,20,55046.66050242939,228238.58903459058,36,690,5,6339.96,4.1463,65726,1
CUST01730,54,Female,Divorced,0,Bachelor,Salaried,Mumbai,Rural,11,16469.0392053526,108924.5175940534,60,655,0,1815.41,6.6139,29315,0
CUST01372,18,Male,Married,2,Bachelor,Business,Pune,Semi-Urban,0,22908.30970043553,107235.13605421416,48,571,1,2234.07,4.6811,80721,1
CUST00176,68,Male,Divorced,2,Bachelor,Self-Employed,Delhi,Urban,22,23234.2552094249,40423.72548126553,12,601,0,3368.64,1.7398,19174,1
CUST04161,30,Female,Married,4,High School,Salaried,Mumbai,Semi-Urban,12,19657.98080580452,266764.5417062165,120,794,3,2223.04,13.5703,54215,1
CUST02834,22,Male,Married,0,Master,Salaried,Mumbai,Rural,4,52326.69004928105,85406.25193100354,36,670,2,2372.4,1.6322,92000,1
CUST02577,56,Female,Married,3,High School,Self-Employed,Chennai,Rural,31,56867.18532028845,113579.88518332418,24,703,5,4732.5,1.9973,14203,1
